"indice","num_tema_cadastrado","sugerido_1","sugerido_2","sugerido_3","sugerido_4","sugerido_5","sugerido_6","similaridade_1","similaridade_2","similaridade_3","similaridade_4","similaridade_5","similaridade_6","posicao_tema_real"
414,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
415,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
416,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
417,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
418,1178,1080,0,0,0,0,0,100,0,0,0,0,0,0
419,1178,1080,0,0,0,0,0,100,0,0,0,0,0,0
420,1178,1109,1169,1178,1033,1130,0,41,18,14,14,13,0,3
421,1178,1109,1169,1178,1033,1130,0,41,18,14,14,13,0,3
422,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
423,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
424,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
425,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
426,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
427,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
428,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
429,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
430,1178,1129,1178,1076,0,0,0,46,42,12,0,0,0,2
431,1178,1129,1178,1076,0,0,0,46,42,12,0,0,0,2
432,1178,1178,1080,1008,0,0,0,61,25,14,0,0,0,1
433,1178,1178,1080,1008,0,0,0,61,25,14,0,0,0,1
434,1178,1178,1129,1081,1169,1109,0,33,27,14,13,13,0,1
435,1178,1178,1129,1081,1169,1109,0,33,27,14,13,13,0,1
436,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
437,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
438,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
439,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
440,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
441,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
442,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
443,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
444,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
445,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
446,1178,1178,1141,0,0,0,0,87,13,0,0,0,0,1
447,1178,1178,1141,0,0,0,0,87,13,0,0,0,0,1
448,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
449,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
450,1178,1199,1109,1178,1115,1142,1076,34,21,12,11,11,11,3
451,1178,1199,1109,1178,1115,1142,1076,34,21,12,11,11,11,3
452,1178,1178,1088,0,0,0,0,85,15,0,0,0,0,1
453,1178,1178,1088,0,0,0,0,85,15,0,0,0,0,1
454,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
455,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
456,1178,1080,1088,1008,0,0,0,56,28,16,0,0,0,0
457,1178,1080,1088,1008,0,0,0,56,28,16,0,0,0,0
458,1178,1033,0,0,0,0,0,100,0,0,0,0,0,0
459,1178,1033,0,0,0,0,0,100,0,0,0,0,0,0
460,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
461,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
462,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
463,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
464,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
465,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
466,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
467,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
468,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
469,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
470,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
471,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
472,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
473,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
474,1178,1178,1076,0,0,0,0,89,11,0,0,0,0,1
475,1178,1178,1076,0,0,0,0,89,11,0,0,0,0,1
476,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
477,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
478,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
479,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
480,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
481,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
482,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
483,1178,1178,0,0,0,0,0,100,0,0,0,0,0,1
484,12,1033,1169,0,0,0,0,61,39,0,0,0,0,0
485,12,1033,1169,0,0,0,0,61,39,0,0,0,0,0
486,12,1033,1169,0,0,0,0,52,48,0,0,0,0,0
487,12,1169,1033,1130,1178,0,0,39,27,23,11,0,0,0
488,12,1033,1169,0,0,0,0,51,49,0,0,0,0,0
489,12,1033,1169,1178,0,0,0,50,38,12,0,0,0,0
490,12,1033,1169,1178,0,0,0,52,35,13,0,0,0,0
491,12,1169,1033,1130,1178,0,0,39,27,22,12,0,0,0
492,12,1033,1169,0,0,0,0,63,37,0,0,0,0,0
493,12,1169,1033,1130,1178,0,0,38,28,23,11,0,0,0
494,12,1033,1169,0,0,0,0,63,37,0,0,0,0,0
495,12,1169,1033,1130,1178,0,0,36,27,24,13,0,0,0
496,12,1033,1169,1178,0,0,0,50,37,13,0,0,0,0
497,12,1056,1169,0,0,0,0,69,31,0,0,0,0,0
498,12,1169,1033,1130,1178,0,0,40,27,22,11,0,0,0
499,12,1033,1169,0,0,0,0,64,36,0,0,0,0,0
500,12,1169,1033,1178,0,0,0,59,28,13,0,0,0,0
501,12,1169,1033,1130,1178,0,0,38,26,24,12,0,0,0
502,12,1033,1169,1178,0,0,0,52,35,13,0,0,0,0
503,12,1169,1033,1130,1178,0,0,39,27,24,10,0,0,0
504,12,1033,1130,1169,0,0,0,41,29,30,0,0,0,0
505,12,1033,1169,1130,0,0,0,50,39,11,0,0,0,0
506,12,1033,1169,1130,0,0,0,38,39,23,0,0,0,0
507,12,1033,1169,1130,0,0,0,51,38,11,0,0,0,0
508,12,1033,1169,0,0,0,0,63,37,0,0,0,0,0
509,12,1169,1033,1130,0,0,0,40,37,23,0,0,0,0
510,12,1169,1033,1178,1076,0,0,47,31,11,11,0,0,0
511,12,1033,1169,1130,0,0,0,38,39,23,0,0,0,0
512,12,1033,1169,1130,0,0,0,38,38,24,0,0,0,0
513,12,1169,1033,1130,1178,0,0,40,26,23,11,0,0,0
514,12,1033,1130,1169,0,0,0,41,29,30,0,0,0,0
515,12,1033,1130,1169,0,0,0,54,30,16,0,0,0,0
516,12,1064,1033,1169,0,0,0,58,28,14,0,0,0,0
517,12,1033,1169,0,0,0,0,55,45,0,0,0,0,0
518,12,1130,1033,1169,0,0,0,51,37,12,0,0,0,0
519,12,1169,1033,1130,1178,0,0,41,26,23,10,0,0,0
520,12,1033,1169,0,0,0,0,52,48,0,0,0,0,0
521,12,1033,1169,1130,0,0,0,49,40,11,0,0,0,0
522,12,1033,1130,0,0,0,0,72,28,0,0,0,0,0
523,12,1033,1169,0,0,0,0,51,49,0,0,0,0,0
524,12,1033,1169,0,0,0,0,52,48,0,0,0,0,0
525,12,1169,1033,1178,0,0,0,49,39,12,0,0,0,0
526,12,1033,1169,1174,1170,0,0,31,28,27,14,0,0,0
527,12,1169,1033,1130,1178,0,0,37,27,24,12,0,0,0
528,12,1169,1033,1130,0,0,0,39,38,23,0,0,0,0
529,12,1033,1169,0,0,0,0,52,48,0,0,0,0,0
530,12,1169,1033,1178,0,0,0,45,41,14,0,0,0,0
531,12,1083,694,534,0,0,0,36,31,33,0,0,0,0
532,12,1033,1169,0,0,0,0,50,50,0,0,0,0,0
533,12,1033,1169,1130,0,0,0,39,38,23,0,0,0,0
534,12,1033,1169,0,0,0,0,63,37,0,0,0,0,0
535,12,1169,1033,1178,0,0,0,47,40,13,0,0,0,0
536,12,1033,1169,0,0,0,0,67,33,0,0,0,0,0
537,12,1169,1033,1178,1076,0,0,47,31,11,11,0,0,0
538,12,1033,1169,0,0,0,0,52,48,0,0,0,0,0
539,12,1033,1169,0,0,0,0,53,47,0,0,0,0,0
540,12,1033,1169,1178,0,0,0,72,14,14,0,0,0,0
541,12,1033,1169,0,0,0,0,56,44,0,0,0,0,0
542,12,1169,1033,1178,0,0,0,47,41,12,0,0,0,0
543,12,1033,1169,1076,0,0,0,59,29,12,0,0,0,0
544,12,1033,1130,1178,1169,0,0,42,26,18,14,0,0,0
545,12,1033,0,0,0,0,0,100,0,0,0,0,0,0
546,12,1178,1033,1169,0,0,0,59,27,14,0,0,0,0
547,12,1033,1130,1178,0,0,0,58,29,13,0,0,0,0
548,12,1033,1169,0,0,0,0,51,49,0,0,0,0,0
549,12,1033,1169,0,0,0,0,68,32,0,0,0,0,0
550,12,1033,1169,0,0,0,0,71,29,0,0,0,0,0
551,12,1033,1169,0,0,0,0,71,29,0,0,0,0,0
552,12,1169,1033,1178,0,0,0,45,43,12,0,0,0,0
553,12,1033,1169,0,0,0,0,68,32,0,0,0,0,0
554,12,1169,1033,1178,0,0,0,45,41,14,0,0,0,0
555,12,1033,1169,0,0,0,0,68,32,0,0,0,0,0
556,12,1033,1169,0,0,0,0,68,32,0,0,0,0,0
557,12,1033,1169,0,0,0,0,68,32,0,0,0,0,0
558,12,1178,1033,1169,1076,0,0,45,28,14,13,0,0,0
559,12,1130,1033,1169,1178,0,0,32,28,26,14,0,0,0
560,12,1083,694,534,0,0,0,36,31,33,0,0,0,0
561,12,1033,1169,0,0,0,0,64,36,0,0,0,0,0
562,12,1033,0,0,0,0,0,100,0,0,0,0,0,0
563,12,1033,0,0,0,0,0,100,0,0,0,0,0,0
564,12,1033,1169,0,0,0,0,68,32,0,0,0,0,0
565,12,1033,1169,0,0,0,0,54,46,0,0,0,0,0
566,12,1033,1169,0,0,0,0,51,49,0,0,0,0,0
567,12,1033,1169,0,0,0,0,56,44,0,0,0,0,0
568,12,1033,0,0,0,0,0,100,0,0,0,0,0,0
569,12,1169,1005,995,1081,1033,0,43,18,13,13,13,0,0
570,12,1033,1169,0,0,0,0,69,31,0,0,0,0,0
571,12,1033,1169,0,0,0,0,56,44,0,0,0,0,0
572,12,1033,1130,0,0,0,0,72,28,0,0,0,0,0
573,12,1169,1033,1178,0,0,0,47,41,12,0,0,0,0
574,12,1033,1169,1109,0,0,0,44,42,14,0,0,0,0
575,12,1033,1169,0,0,0,0,54,46,0,0,0,0,0
576,12,1033,1169,0,0,0,0,85,15,0,0,0,0,0
577,12,1033,1169,1178,0,0,0,53,33,14,0,0,0,0
578,12,1169,1033,1178,0,0,0,46,40,14,0,0,0,0
579,12,1033,1130,0,0,0,0,87,13,0,0,0,0,0
580,12,1033,0,0,0,0,0,100,0,0,0,0,0,0
581,12,1033,1169,1178,0,0,0,50,39,11,0,0,0,0
582,12,1033,1130,0,0,0,0,72,28,0,0,0,0,0
583,12,1169,1033,1178,0,0,0,59,28,13,0,0,0,0
584,12,1033,1169,0,0,0,0,86,14,0,0,0,0,0
585,12,1033,1169,0,0,0,0,51,49,0,0,0,0,0
586,12,1033,1130,1169,1178,0,0,33,27,27,13,0,0,0
587,12,1076,1033,1109,1169,0,0,29,27,27,17,0,0,0
588,12,1033,1169,0,0,0,0,85,15,0,0,0,0,0
589,12,1033,1169,0,0,0,0,68,32,0,0,0,0,0
590,12,1033,1169,0,0,0,0,51,49,0,0,0,0,0
591,12,1033,1169,0,0,0,0,70,30,0,0,0,0,0
592,12,1033,1169,1076,0,0,0,56,31,13,0,0,0,0
593,12,1076,1169,1033,0,0,0,40,33,27,0,0,0,0
594,12,1076,1169,1033,0,0,0,40,33,27,0,0,0,0
595,12,1033,0,0,0,0,0,100,0,0,0,0,0,0
596,12,1033,1169,1076,0,0,0,40,32,28,0,0,0,0
597,12,1169,1033,0,0,0,0,61,39,0,0,0,0,0
598,12,1169,1033,1076,0,0,0,62,27,11,0,0,0,0
599,12,1033,1141,1169,0,0,0,44,29,27,0,0,0,0
600,12,1033,1169,0,0,0,0,56,44,0,0,0,0,0
601,12,1033,1169,1178,0,0,0,52,35,13,0,0,0,0
602,12,1033,1169,1076,0,0,0,40,32,28,0,0,0,0
603,12,1033,1169,1076,0,0,0,40,32,28,0,0,0,0
604,12,1033,1169,1076,0,0,0,40,32,28,0,0,0,0
605,12,1033,1169,0,0,0,0,52,48,0,0,0,0,0
606,12,1169,1033,0,0,0,0,60,40,0,0,0,0,0
607,12,1033,1169,0,0,0,0,52,48,0,0,0,0,0
608,12,1169,1033,1130,1178,0,0,31,28,28,13,0,0,0
609,12,1033,1169,0,0,0,0,57,43,0,0,0,0,0
610,12,1033,1169,0,0,0,0,57,43,0,0,0,0,0
611,12,1033,1169,0,0,0,0,57,43,0,0,0,0,0
612,12,1169,1033,1178,0,0,0,46,42,12,0,0,0,0
613,12,1033,1169,1178,0,0,0,53,34,13,0,0,0,0
614,12,1057,1081,1033,0,0,0,57,29,14,0,0,0,0
615,12,1033,1169,0,0,0,0,54,46,0,0,0,0,0
616,12,1033,1169,0,0,0,0,52,48,0,0,0,0,0
617,12,1033,1169,0,0,0,0,71,29,0,0,0,0,0
618,12,1169,1033,1076,0,0,0,61,26,13,0,0,0,0
619,12,1169,1076,1033,0,0,0,49,26,25,0,0,0,0
620,12,1033,1169,1178,0,0,0,51,38,11,0,0,0,0
621,12,1169,1033,1076,0,0,0,61,26,13,0,0,0,0
622,12,1169,1033,1076,0,0,0,61,26,13,0,0,0,0
623,12,1033,1169,0,0,0,0,63,37,0,0,0,0,0
624,12,1033,1169,0,0,0,0,57,43,0,0,0,0,0
625,12,1033,1169,0,0,0,0,50,50,0,0,0,0,0
626,12,1033,1169,0,0,0,0,85,15,0,0,0,0,0
627,12,1033,1130,1178,0,0,0,58,29,13,0,0,0,0
628,12,1033,1169,0,0,0,0,54,46,0,0,0,0,0
629,12,1169,1033,1076,0,0,0,61,26,13,0,0,0,0
630,12,1169,1033,1130,1178,0,0,40,26,23,11,0,0,0
631,12,1169,1033,1178,0,0,0,49,40,11,0,0,0,0
632,12,1169,1033,1076,0,0,0,62,24,14,0,0,0,0
633,12,1033,1169,0,0,0,0,53,47,0,0,0,0,0
634,12,1169,1033,1178,0,0,0,46,41,13,0,0,0,0
635,12,1033,1076,1169,0,0,0,39,31,30,0,0,0,0
636,12,1169,1033,1109,1178,0,0,56,18,14,12,0,0,0
637,12,1130,1033,1178,1169,503,1076,33,14,14,13,13,13,0
638,12,1033,1130,0,0,0,0,72,28,0,0,0,0,0
639,12,1169,1076,1033,1178,0,0,39,25,25,11,0,0,0
640,11,1057,1081,1005,0,0,0,59,29,12,0,0,0,0
641,11,1005,1081,0,0,0,0,86,14,0,0,0,0,0
642,11,1057,1081,0,0,0,0,58,42,0,0,0,0,0
643,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
644,11,1057,1081,0,0,0,0,59,41,0,0,0,0,0
645,11,1033,1169,0,0,0,0,58,42,0,0,0,0,0
646,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
647,11,1057,1081,0,0,0,0,72,28,0,0,0,0,0
648,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
649,11,1033,1109,0,0,0,0,87,13,0,0,0,0,0
650,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
651,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
652,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
653,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
654,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
655,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
656,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
657,11,1033,1169,0,0,0,0,86,14,0,0,0,0,0
658,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
659,11,1033,1109,0,0,0,0,72,28,0,0,0,0,0
660,11,1033,1169,0,0,0,0,70,30,0,0,0,0,0
661,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
662,11,1033,1169,1178,979,0,0,45,28,14,13,0,0,0
663,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
664,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
665,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
666,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
667,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
668,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
669,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
670,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
671,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
672,11,1033,1141,0,0,0,0,87,13,0,0,0,0,0
673,11,1033,1109,0,0,0,0,86,14,0,0,0,0,0
674,11,1033,1109,0,0,0,0,86,14,0,0,0,0,0
675,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
676,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
677,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
678,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
679,11,1033,979,1178,1140,1169,0,47,14,13,13,13,0,0
680,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
681,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
682,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
683,11,1033,979,0,0,0,0,86,14,0,0,0,0,0
684,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
685,11,1033,1178,0,0,0,0,86,14,0,0,0,0,0
686,11,1033,1178,0,0,0,0,86,14,0,0,0,0,0
687,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
688,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
689,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
690,11,1033,1178,0,0,0,0,86,14,0,0,0,0,0
691,11,1033,1109,0,0,0,0,86,14,0,0,0,0,0
692,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
693,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
694,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
695,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
696,11,1033,979,1178,1140,1169,0,47,14,13,13,13,0,0
697,11,1033,1109,0,0,0,0,86,14,0,0,0,0,0
698,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
699,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
700,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
701,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
702,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
703,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
704,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
705,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
706,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
707,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
708,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
709,11,1033,1169,0,0,0,0,87,13,0,0,0,0,0
710,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
711,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
712,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
713,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
714,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
715,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
716,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
717,11,1033,1169,0,0,0,0,70,30,0,0,0,0,0
718,11,1033,1169,0,0,0,0,87,13,0,0,0,0,0
719,11,1033,979,1169,0,0,0,72,14,14,0,0,0,0
720,11,1033,1169,0,0,0,0,70,30,0,0,0,0,0
721,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
722,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
723,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
724,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
725,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
726,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
727,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
728,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
729,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
730,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
731,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
732,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
733,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
734,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
735,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
736,11,1033,1169,0,0,0,0,86,14,0,0,0,0,0
737,11,1033,1109,1169,0,0,0,57,29,14,0,0,0,0
738,11,1033,1109,1169,0,0,0,57,29,14,0,0,0,0
739,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
740,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
741,11,1033,1109,1169,0,0,0,57,29,14,0,0,0,0
742,11,1033,1169,0,0,0,0,87,13,0,0,0,0,0
743,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
744,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
745,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
746,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
747,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
748,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
749,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
750,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
751,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
752,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
753,11,1033,1169,0,0,0,0,86,14,0,0,0,0,0
754,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
755,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
756,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
757,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
758,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
759,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
760,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
761,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
762,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
763,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
764,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
765,11,1033,1169,1178,0,0,0,59,27,14,0,0,0,0
766,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
767,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
768,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
769,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
770,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
771,11,1033,1169,1178,0,0,0,59,27,14,0,0,0,0
772,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
773,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
774,11,1033,1169,0,0,0,0,86,14,0,0,0,0,0
775,11,1109,1033,1169,979,0,0,42,30,14,14,0,0,0
776,11,1033,1169,1178,0,0,0,59,27,14,0,0,0,0
777,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
778,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
779,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
780,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
781,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
782,11,1033,1169,1178,0,0,0,59,27,14,0,0,0,0
783,11,1033,1169,1178,0,0,0,58,28,14,0,0,0,0
784,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
785,11,1033,1169,0,0,0,0,86,14,0,0,0,0,0
786,11,1033,1169,0,0,0,0,86,14,0,0,0,0,0
787,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
788,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
789,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
790,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
791,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
792,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
793,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
794,11,1033,1169,1178,0,0,0,58,28,14,0,0,0,0
795,11,1033,1169,1178,979,0,0,45,28,14,13,0,0,0
796,11,1033,1169,1178,0,0,0,58,28,14,0,0,0,0
797,11,1033,1169,1178,0,0,0,59,27,14,0,0,0,0
798,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
799,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
800,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
801,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
802,11,1169,1033,1130,0,0,0,46,27,27,0,0,0,0
803,11,1109,1033,1169,0,0,0,44,42,14,0,0,0,0
804,11,1109,1033,1169,0,0,0,44,42,14,0,0,0,0
805,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
806,11,1033,1109,0,0,0,0,70,30,0,0,0,0,0
807,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
808,11,1033,1109,0,0,0,0,70,30,0,0,0,0,0
809,11,1033,1109,0,0,0,0,70,30,0,0,0,0,0
810,11,1033,1109,0,0,0,0,70,30,0,0,0,0,0
811,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
812,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
813,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
814,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
815,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
816,11,1033,1169,1178,0,0,0,59,27,14,0,0,0,0
817,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
818,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
819,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
820,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
821,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
822,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
823,11,1033,1141,0,0,0,0,72,28,0,0,0,0,0
824,11,1033,1141,0,0,0,0,86,14,0,0,0,0,0
825,11,1033,1169,1178,0,0,0,59,27,14,0,0,0,0
826,11,1033,1169,1178,0,0,0,59,27,14,0,0,0,0
827,11,1033,1169,1178,0,0,0,59,27,14,0,0,0,0
828,11,1033,1109,0,0,0,0,86,14,0,0,0,0,0
829,11,1033,1109,0,0,0,0,86,14,0,0,0,0,0
830,11,1033,1109,0,0,0,0,86,14,0,0,0,0,0
831,11,1033,1109,0,0,0,0,86,14,0,0,0,0,0
832,11,1033,1109,0,0,0,0,86,14,0,0,0,0,0
833,11,1033,1109,0,0,0,0,86,14,0,0,0,0,0
834,11,1033,1109,0,0,0,0,86,14,0,0,0,0,0
835,11,1033,1109,0,0,0,0,86,14,0,0,0,0,0
836,11,1033,1109,0,0,0,0,86,14,0,0,0,0,0
837,11,1033,1109,0,0,0,0,86,14,0,0,0,0,0
838,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
839,11,1033,1169,0,0,0,0,87,13,0,0,0,0,0
840,11,1033,1169,0,0,0,0,87,13,0,0,0,0,0
841,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
842,11,1033,0,0,0,0,0,100,0,0,0,0,0,0
843,11,1033,979,0,0,0,0,87,13,0,0,0,0,0
844,11,1033,979,0,0,0,0,87,13,0,0,0,0,0
845,11,1033,979,0,0,0,0,87,13,0,0,0,0,0
846,11,1033,1178,0,0,0,0,86,14,0,0,0,0,0
